"Statistic Label","CensusYear","County","Sex","UNIT","VALUE"
"Population at Each Census","1986","Wicklow","Female","Number","47562"
"Population at Each Census","1986","Clare","Both sexes","Number","91344"
"Population at Each Census","1986","Clare","Male","Number","46913"
"Population at Each Census","1986","Clare","Female","Number","44431"
"Population at Each Census","1986","Cork","Both sexes","Number","412735"
"Population at Each Census","1986","Cork","Male","Number","206470"
"Population at Each Census","1986","Cork","Female","Number","206265"
"Population at Each Census","1986","Kerry","Both sexes","Number","124159"
"Population at Each Census","1986","Kerry","Male","Number","63293"
"Population at Each Census","1986","Kerry","Female","Number","60866"
"Population at Each Census","1986","Limerick","Both sexes","Number","164569"
"Population at Each Census","1986","Limerick","Male","Number","82686"
"Population at Each Census","1986","Limerick","Female","Number","81883"
"Population at Each Census","1986","Tipperary","Both sexes","Number","136619"
"Population at Each Census","1986","Tipperary","Male","Number","69728"
"Population at Each Census","1986","Tipperary","Female","Number","66891"
"Population at Each Census","1986","Waterford","Both sexes","Number","91151"
"Population at Each Census","1986","Waterford","Male","Number","45618"
"Population at Each Census","1986","Waterford","Female","Number","45533"
"Population at Each Census","1986","Galway","Both sexes","Number","178552"
"Population at Each Census","1986","Galway","Male","Number","90625"
"Population at Each Census","1986","Galway","Female","Number","87927"
"Population at Each Census","1986","Leitrim","Both sexes","Number","27035"
"Population at Each Census","1986","Leitrim","Male","Number","14205"
"Population at Each Census","1986","Leitrim","Female","Number","12830"
"Population at Each Census","1986","Mayo","Both sexes","Number","115184"
"Population at Each Census","1986","Mayo","Male","Number","58729"
"Population at Each Census","1986","Mayo","Female","Number","56455"
"Population at Each Census","1986","Roscommon","Both sexes","Number","54592"
"Population at Each Census","1986","Roscommon","Male","Number","28351"
"Population at Each Census","1986","Roscommon","Female","Number","26241"
"Population at Each Census","1986","Sligo","Both sexes","Number","56046"
"Population at Each Census","1986","Sligo","Male","Number","28184"
"Population at Each Census","1986","Sligo","Female","Number","27862"
"Population at Each Census","1986","Cavan","Both sexes","Number","53965"
"Population at Each Census","1986","Cavan","Male","Number","28202"
"Population at Each Census","1986","Cavan","Female","Number","25763"
"Population at Each Census","1986","Donegal","Both sexes","Number","129664"
"Population at Each Census","1986","Donegal","Male","Number","65906"
"Population at Each Census","1986","Donegal","Female","Number","63758"
"Population at Each Census","1986","Monaghan","Both sexes","Number","52379"
"Population at Each Census","1986","Monaghan","Male","Number","27044"
"Population at Each Census","1986","Monaghan","Female","Number","25335"
"Population at Each Census","1991","State","Both sexes","Number","3525719"
"Population at Each Census","1991","State","Male","Number","1753418"
"Population at Each Census","1991","State","Female","Number","1772301"
"Population at Each Census","1991","Carlow","Both sexes","Number","40942"
"Population at Each Census","1991","Carlow","Male","Number","20785"
"Population at Each Census","1991","Carlow","Female","Number","20157"
"Population at Each Census","1991","Dublin","Both sexes","Number","1025304"
"Population at Each Census","1991","Dublin","Male","Number","492432"
"Population at Each Census","1991","Dublin","Female","Number","532872"
"Population at Each Census","1991","Kildare","Both sexes","Number","122656"
"Population at Each Census","1991","Kildare","Male","Number","62207"
"Population at Each Census","1991","Kildare","Female","Number","60449"
"Population at Each Census","1991","Kilkenny","Both sexes","Number","73635"
"Population at Each Census","1991","Kilkenny","Male","Number","37447"
"Population at Each Census","1991","Kilkenny","Female","Number","36188"
"Population at Each Census","1991","Laois","Both sexes","Number","52314"
"Population at Each Census","1991","Laois","Male","Number","26904"
"Population at Each Census","1991","Laois","Female","Number","25410"
"Population at Each Census","1991","Longford","Both sexes","Number","30296"
"Population at Each Census","1991","Longford","Male","Number","15542"
"Population at Each Census","1991","Longford","Female","Number","14754"
"Population at Each Census","1991","Louth","Both sexes","Number","90724"
"Population at Each Census","1991","Louth","Male","Number","44823"
"Population at Each Census","1991","Louth","Female","Number","45901"
"Population at Each Census","1991","Meath","Both sexes","Number","105370"
"Population at Each Census","1991","Meath","Male","Number","53291"
"Population at Each Census","1991","Meath","Female","Number","52079"
"Population at Each Census","1991","Offaly","Both sexes","Number","58494"
"Population at Each Census","1991","Offaly","Male","Number","29892"
"Population at Each Census","1991","Offaly","Female","Number","28602"
"Population at Each Census","1991","Westmeath","Both sexes","Number","61880"
"Population at Each Census","1991","Westmeath","Male","Number","31006"
"Population at Each Census","1991","Westmeath","Female","Number","30874"
"Population at Each Census","1991","Wexford","Both sexes","Number","102069"
"Population at Each Census","1991","Wexford","Male","Number","51444"
"Population at Each Census","1991","Wexford","Female","Number","50625"
"Population at Each Census","1991","Wicklow","Both sexes","Number","97265"
"Population at Each Census","1991","Wicklow","Male","Number","48076"
"Population at Each Census","1991","Wicklow","Female","Number","49189"
"Population at Each Census","1991","Clare","Both sexes","Number","90918"
"Population at Each Census","1991","Clare","Male","Number","46367"
"Population at Each Census","1991","Clare","Female","Number","44551"
"Population at Each Census","1991","Cork","Both sexes","Number","410369"
"Population at Each Census","1991","Cork","Male","Number","204542"
"Population at Each Census","1991","Cork","Female","Number","205827"
"Population at Each Census","1991","Kerry","Both sexes","Number","121894"
"Population at Each Census","1991","Kerry","Male","Number","61932"
"Population at Each Census","1991","Kerry","Female","Number","59962"
"Population at Each Census","1991","Limerick","Both sexes","Number","161956"
"Population at Each Census","1991","Limerick","Male","Number","81094"
"Population at Each Census","1991","Limerick","Female","Number","80862"
"Population at Each Census","1991","Tipperary","Both sexes","Number","132772"
"Population at Each Census","1991","Tipperary","Male","Number","67422"
"Population at Each Census","1991","Tipperary","Female","Number","65350"
"Population at Each Census","1991","Waterford","Both sexes","Number","91624"
"Population at Each Census","1991","Waterford","Male","Number","45738"
"Population at Each Census","1991","Waterford","Female","Number","45886"
"Population at Each Census","1991","Galway","Both sexes","Number","180364"
"Population at Each Census","1991","Galway","Male","Number","91005"
"Population at Each Census","1991","Galway","Female","Number","89359"
"Population at Each Census","1991","Leitrim","Both sexes","Number","25301"
"Population at Each Census","1991","Leitrim","Male","Number","13203"
"Population at Each Census","1991","Leitrim","Female","Number","12098"
"Population at Each Census","1991","Mayo","Both sexes","Number","110713"
"Population at Each Census","1991","Mayo","Male","Number","55981"
"Population at Each Census","1991","Mayo","Female","Number","54732"
"Population at Each Census","1991","Roscommon","Both sexes","Number","51897"
"Population at Each Census","1991","Roscommon","Male","Number","26694"
"Population at Each Census","1991","Roscommon","Female","Number","25203"
"Population at Each Census","1991","Sligo","Both sexes","Number","54756"
"Population at Each Census","1991","Sligo","Male","Number","27248"
"Population at Each Census","1991","Sligo","Female","Number","27508"
"Population at Each Census","1991","Cavan","Both sexes","Number","52796"
"Population at Each Census","1991","Cavan","Male","Number","27314"
"Population at Each Census","1991","Cavan","Female","Number","25482"
"Population at Each Census","1991","Donegal","Both sexes","Number","128117"
"Population at Each Census","1991","Donegal","Male","Number","64817"
"Population at Each Census","1991","Donegal","Female","Number","63300"
"Population at Each Census","1991","Monaghan","Both sexes","Number","51293"
"Population at Each Census","1991","Monaghan","Male","Number","26212"
"Population at Each Census","1991","Monaghan","Female","Number","25081"
"Population at Each Census","1996","State","Both sexes","Number","3626087"
"Population at Each Census","1996","State","Male","Number","1800232"
"Population at Each Census","1996","State","Female","Number","1825855"
"Population at Each Census","1996","Carlow","Both sexes","Number","41616"
"Population at Each Census","1996","Carlow","Male","Number","21086"
"Population at Each Census","1996","Carlow","Female","Number","20530"
"Population at Each Census","1996","Dublin","Both sexes","Number","1058264"
"Population at Each Census","1996","Dublin","Male","Number","508966"
"Population at Each Census","1996","Dublin","Female","Number","549298"
"Population at Each Census","1996","Kildare","Both sexes","Number","134992"
"Population at Each Census","1996","Kildare","Male","Number","68007"
"Population at Each Census","1996","Kildare","Female","Number","66985"
"Population at Each Census","1996","Kilkenny","Both sexes","Number","75336"
"Population at Each Census","1996","Kilkenny","Male","Number","38144"
"Population at Each Census","1996","Kilkenny","Female","Number","37192"
"Population at Each Census","1996","Laois","Both sexes","Number","52945"
"Population at Each Census","1996","Laois","Male","Number","27160"
"Population at Each Census","1996","Laois","Female","Number","25785"
"Population at Each Census","1996","Longford","Both sexes","Number","30166"
"Population at Each Census","1996","Longford","Male","Number","15468"
"Population at Each Census","1996","Longford","Female","Number","14698"
"Population at Each Census","1996","Louth","Both sexes","Number","92166"
"Population at Each Census","1996","Louth","Male","Number","45641"
"Population at Each Census","1996","Louth","Female","Number","46525"
"Population at Each Census","1996","Meath","Both sexes","Number","109732"
"Population at Each Census","1996","Meath","Male","Number","55340"
"Population at Each Census","1996","Meath","Female","Number","54392"
"Population at Each Census","1996","Offaly","Both sexes","Number","59117"
"Population at Each Census","1996","Offaly","Male","Number","30003"
"Population at Each Census","1996","Offaly","Female","Number","29114"
"Population at Each Census","1996","Westmeath","Both sexes","Number","63314"
"Population at Each Census","1996","Westmeath","Male","Number","31599"
"Population at Each Census","1996","Westmeath","Female","Number","31715"
"Population at Each Census","1996","Wexford","Both sexes","Number","104371"
"Population at Each Census","1996","Wexford","Male","Number","52432"
"Population at Each Census","1996","Wexford","Female","Number","51939"
"Population at Each Census","1996","Wicklow","Both sexes","Number","102683"
"Population at Each Census","1996","Wicklow","Male","Number","50823"
"Population at Each Census","1996","Wicklow","Female","Number","51860"
"Population at Each Census","1996","Clare","Both sexes","Number","94006"
"Population at Each Census","1996","Clare","Male","Number","47789"
"Population at Each Census","1996","Clare","Female","Number","46217"
"Population at Each Census","1996","Cork","Both sexes","Number","420510"
"Population at Each Census","1996","Cork","Male","Number","209177"
"Population at Each Census","1996","Cork","Female","Number","211333"
"Population at Each Census","1996","Kerry","Both sexes","Number","126130"
"Population at Each Census","1996","Kerry","Male","Number","63801"
"Population at Each Census","1996","Kerry","Female","Number","62329"
"Population at Each Census","1996","Limerick","Both sexes","Number","165042"
"Population at Each Census","1996","Limerick","Male","Number","82546"
"Population at Each Census","1996","Limerick","Female","Number","82496"
"Population at Each Census","1996","Tipperary","Both sexes","Number","133535"
"Population at Each Census","1996","Tipperary","Male","Number","67602"
"Population at Each Census","1996","Tipperary","Female","Number","65933"
"Population at Each Census","1996","Waterford","Both sexes","Number","94680"
"Population at Each Census","1996","Waterford","Male","Number","47302"
"Population at Each Census","1996","Waterford","Female","Number","47378"
"Population at Each Census","1996","Galway","Both sexes","Number","188854"
"Population at Each Census","1996","Galway","Male","Number","94529"
"Population at Each Census","1996","Galway","Female","Number","94325"
"Population at Each Census","1996","Leitrim","Both sexes","Number","25057"
"Population at Each Census","1996","Leitrim","Male","Number","13044"
"Population at Each Census","1996","Leitrim","Female","Number","12013"
"Population at Each Census","1996","Mayo","Both sexes","Number","111524"
"Population at Each Census","1996","Mayo","Male","Number","56371"
"Population at Each Census","1996","Mayo","Female","Number","55153"
"Population at Each Census","1996","Roscommon","Both sexes","Number","51975"
"Population at Each Census","1996","Roscommon","Male","Number","26695"
"Population at Each Census","1996","Roscommon","Female","Number","25280"
"Population at Each Census","1996","Sligo","Both sexes","Number","55821"
"Population at Each Census","1996","Sligo","Male","Number","27748"
"Population at Each Census","1996","Sligo","Female","Number","28073"
"Population at Each Census","1996","Cavan","Both sexes","Number","52944"
"Population at Each Census","1996","Cavan","Male","Number","27281"
"Population at Each Census","1996","Cavan","Female","Number","25663"
"Population at Each Census","1996","Donegal","Both sexes","Number","129994"
"Population at Each Census","1996","Donegal","Male","Number","65520"
"Population at Each Census","1996","Donegal","Female","Number","64474"
"Population at Each Census","1996","Monaghan","Both sexes","Number","51313"
"Population at Each Census","1996","Monaghan","Male","Number","26158"
"Population at Each Census","1996","Monaghan","Female","Number","25155"
"Population at Each Census","2002","State","Both sexes","Number","3917203"
"Population at Each Census","2002","State","Male","Number","1946164"
"Population at Each Census","2002","State","Female","Number","1971039"
"Population at Each Census","2002","Carlow","Both sexes","Number","46014"
"Population at Each Census","2002","Carlow","Male","Number","23403"
"Population at Each Census","2002","Carlow","Female","Number","22611"
"Population at Each Census","2002","Dublin","Both sexes","Number","1122821"
"Population at Each Census","2002","Dublin","Male","Number","544075"
"Population at Each Census","2002","Dublin","Female","Number","578746"
"Population at Each Census","2002","Kildare","Both sexes","Number","163944"
"Population at Each Census","2002","Kildare","Male","Number","82735"
"Population at Each Census","2002","Kildare","Female","Number","81209"
"Population at Each Census","2002","Kilkenny","Both sexes","Number","80339"
"Population at Each Census","2002","Kilkenny","Male","Number","40540"
"Population at Each Census","2002","Kilkenny","Female","Number","39799"
"Population at Each Census","2002","Laois","Both sexes","Number","58774"
"Population at Each Census","2002","Laois","Male","Number","30131"
"Population at Each Census","2002","Laois","Female","Number","28643"
"Population at Each Census","2002","Longford","Both sexes","Number","31068"
"Population at Each Census","2002","Longford","Male","Number","15794"
"Population at Each Census","2002","Longford","Female","Number","15274"
"Population at Each Census","2002","Louth","Both sexes","Number","101821"
"Population at Each Census","2002","Louth","Male","Number","50489"
"Population at Each Census","2002","Louth","Female","Number","51332"
"Population at Each Census","2002","Meath","Both sexes","Number","134005"
"Population at Each Census","2002","Meath","Male","Number","67733"
"Population at Each Census","2002","Meath","Female","Number","66272"
"Population at Each Census","2002","Offaly","Both sexes","Number","63663"
"Population at Each Census","2002","Offaly","Male","Number","32185"
"Population at Each Census","2002","Offaly","Female","Number","31478"
"Population at Each Census","2002","Westmeath","Both sexes","Number","71858"
"Population at Each Census","2002","Westmeath","Male","Number","35960"
"Population at Each Census","2002","Westmeath","Female","Number","35898"
"Population at Each Census","2002","Wexford","Both sexes","Number","116596"
"Population at Each Census","2002","Wexford","Male","Number","58170"
"Population at Each Census","2002","Wexford","Female","Number","58426"
"Population at Each Census","2002","Wicklow","Both sexes","Number","114676"
"Population at Each Census","2002","Wicklow","Male","Number","56800"
"Population at Each Census","2002","Wicklow","Female","Number","57876"
"Population at Each Census","2002","Clare","Both sexes","Number","103277"
"Population at Each Census","2002","Clare","Male","Number","52063"
"Population at Each Census","2002","Clare","Female","Number","51214"
"Population at Each Census","2002","Cork","Both sexes","Number","447829"
"Population at Each Census","2002","Cork","Male","Number","222317"
"Population at Each Census","2002","Cork","Female","Number","225512"
"Population at Each Census","2002","Kerry","Both sexes","Number","132527"
"Population at Each Census","2002","Kerry","Male","Number","66572"
"Population at Each Census","2002","Kerry","Female","Number","65955"
"Population at Each Census","2002","Limerick","Both sexes","Number","175304"
"Population at Each Census","2002","Limerick","Male","Number","87631"
"Population at Each Census","2002","Limerick","Female","Number","87673"
"Population at Each Census","2002","Tipperary","Both sexes","Number","140131"
"Population at Each Census","2002","Tipperary","Male","Number","70863"
"Population at Each Census","2002","Tipperary","Female","Number","69268"
"Population at Each Census","2002","Waterford","Both sexes","Number","101546"
"Population at Each Census","2002","Waterford","Male","Number","50672"
"Population at Each Census","2002","Waterford","Female","Number","50874"
"Population at Each Census","2002","Galway","Both sexes","Number","209077"
"Population at Each Census","2002","Galway","Male","Number","104367"
"Population at Each Census","2002","Galway","Female","Number","104710"
"Population at Each Census","2002","Leitrim","Both sexes","Number","25799"
"Population at Each Census","2002","Leitrim","Male","Number","13324"
"Population at Each Census","2002","Leitrim","Female","Number","12475"
"Population at Each Census","2002","Mayo","Both sexes","Number","117446"
"Population at Each Census","2002","Mayo","Male","Number","59149"
"Population at Each Census","2002","Mayo","Female","Number","58297"
"Population at Each Census","2002","Roscommon","Both sexes","Number","53774"
"Population at Each Census","2002","Roscommon","Male","Number","27583"
"Population at Each Census","2002","Roscommon","Female","Number","26191"
"Population at Each Census","2002","Sligo","Both sexes","Number","58200"
"Population at Each Census","2002","Sligo","Male","Number","28771"
"Population at Each Census","2002","Sligo","Female","Number","29429"
"Population at Each Census","2002","Cavan","Both sexes","Number","56546"
"Population at Each Census","2002","Cavan","Male","Number","29015"
"Population at Each Census","2002","Cavan","Female","Number","27531"
"Population at Each Census","2002","Donegal","Both sexes","Number","137575"
"Population at Each Census","2002","Donegal","Male","Number","69016"
"Population at Each Census","2002","Donegal","Female","Number","68559"
"Population at Each Census","2002","Monaghan","Both sexes","Number","52593"
"Population at Each Census","2002","Monaghan","Male","Number","26806"
"Population at Each Census","2002","Monaghan","Female","Number","25787"
"Population at Each Census","2006","State","Both sexes","Number","4239848"
"Population at Each Census","2006","State","Male","Number","2121171"
"Population at Each Census","2006","State","Female","Number","2118677"
"Population at Each Census","2006","Carlow","Both sexes","Number","50349"
"Population at Each Census","2006","Carlow","Male","Number","25611"
"Population at Each Census","2006","Carlow","Female","Number","24738"
"Population at Each Census","2006","Dublin","Both sexes","Number","1187176"
"Population at Each Census","2006","Dublin","Male","Number","582557"
"Population at Each Census","2006","Dublin","Female","Number","604619"
"Population at Each Census","2006","Kildare","Both sexes","Number","186335"
"Population at Each Census","2006","Kildare","Male","Number","94190"
"Population at Each Census","2006","Kildare","Female","Number","92145"
"Population at Each Census","2006","Kilkenny","Both sexes","Number","87558"
"Population at Each Census","2006","Kilkenny","Male","Number","44263"
"Population at Each Census","2006","Kilkenny","Female","Number","43295"
"Population at Each Census","2006","Laois","Both sexes","Number","67059"
"Population at Each Census","2006","Laois","Male","Number","34409"
"Population at Each Census","2006","Laois","Female","Number","32650"
"Population at Each Census","2006","Longford","Both sexes","Number","34391"
"Population at Each Census","2006","Longford","Male","Number","17573"
"Population at Each Census","2006","Longford","Female","Number","16818"
"Population at Each Census","2006","Louth","Both sexes","Number","111267"
"Population at Each Census","2006","Louth","Male","Number","55335"
"Population at Each Census","2006","Louth","Female","Number","55932"
"Population at Each Census","2006","Meath","Both sexes","Number","162831"
"Population at Each Census","2006","Meath","Male","Number","82651"
"Population at Each Census","2006","Meath","Female","Number","80180"
"Population at Each Census","2006","Offaly","Both sexes","Number","70868"
"Population at Each Census","2006","Offaly","Male","Number","35937"
"Population at Each Census","2006","Offaly","Female","Number","34931"
"Population at Each Census","2006","Westmeath","Both sexes","Number","79346"
"Population at Each Census","2006","Westmeath","Male","Number","39819"
"Population at Each Census","2006","Westmeath","Female","Number","39527"
"Population at Each Census","2006","Wexford","Both sexes","Number","131749"
"Population at Each Census","2006","Wexford","Male","Number","66070"
"Population at Each Census","2006","Wexford","Female","Number","65679"
"Population at Each Census","2006","Wicklow","Both sexes","Number","126194"
"Population at Each Census","2006","Wicklow","Male","Number","62905"
"Population at Each Census","2006","Wicklow","Female","Number","63289"
"Population at Each Census","2006","Clare","Both sexes","Number","110950"
"Population at Each Census","2006","Clare","Male","Number","56048"
"Population at Each Census","2006","Clare","Female","Number","54902"
"Population at Each Census","2006","Cork","Both sexes","Number","481295"
"Population at Each Census","2006","Cork","Male","Number","240814"
"Population at Each Census","2006","Cork","Female","Number","240481"
"Population at Each Census","2006","Kerry","Both sexes","Number","139835"
"Population at Each Census","2006","Kerry","Male","Number","70641"
"Population at Each Census","2006","Kerry","Female","Number","69194"
"Population at Each Census","2006","Limerick","Both sexes","Number","184055"
"Population at Each Census","2006","Limerick","Male","Number","92680"
"Population at Each Census","2006","Limerick","Female","Number","91375"
"Population at Each Census","2006","Tipperary","Both sexes","Number","149244"
"Population at Each Census","2006","Tipperary","Male","Number","75818"
"Population at Each Census","2006","Tipperary","Female","Number","73426"
"Population at Each Census","2006","Waterford","Both sexes","Number","107961"
"Population at Each Census","2006","Waterford","Male","Number","53932"
"Population at Each Census","2006","Waterford","Female","Number","54029"
"Population at Each Census","2006","Galway","Both sexes","Number","231670"
"Population at Each Census","2006","Galway","Male","Number","116476"
"Population at Each Census","2006","Galway","Female","Number","115194"
"Population at Each Census","2006","Leitrim","Both sexes","Number","28950"
"Population at Each Census","2006","Leitrim","Male","Number","14903"
"Population at Each Census","2006","Leitrim","Female","Number","14047"
"Population at Each Census","2006","Mayo","Both sexes","Number","123839"
"Population at Each Census","2006","Mayo","Male","Number","62636"
"Population at Each Census","2006","Mayo","Female","Number","61203"
"Population at Each Census","2006","Roscommon","Both sexes","Number","58768"
"Population at Each Census","2006","Roscommon","Male","Number","30178"
"Population at Each Census","2006","Roscommon","Female","Number","28590"
"Population at Each Census","2006","Sligo","Both sexes","Number","60894"
"Population at Each Census","2006","Sligo","Male","Number","30257"
"Population at Each Census","2006","Sligo","Female","Number","30637"
"Population at Each Census","2006","Cavan","Both sexes","Number","64003"
"Population at Each Census","2006","Cavan","Male","Number","32915"
"Population at Each Census","2006","Cavan","Female","Number","31088"
"Population at Each Census","2006","Donegal","Both sexes","Number","147264"
"Population at Each Census","2006","Donegal","Male","Number","73970"
"Population at Each Census","2006","Donegal","Female","Number","73294"
"Population at Each Census","2006","Monaghan","Both sexes","Number","55997"
"Population at Each Census","2006","Monaghan","Male","Number","28583"
"Population at Each Census","2006","Monaghan","Female","Number","27414"
"Population at Each Census","2011","State","Both sexes","Number","4588252"
"Population at Each Census","2011","State","Male","Number","2272699"
"Population at Each Census","2011","State","Female","Number","2315553"
"Population at Each Census","2011","Carlow","Both sexes","Number","54612"
"Population at Each Census","2011","Carlow","Male","Number","27431"
"Population at Each Census","2011","Carlow","Female","Number","27181"
"Population at Each Census","2011","Dublin","Both sexes","Number","1273069"
"Population at Each Census","2011","Dublin","Male","Number","619902"
"Population at Each Census","2011","Dublin","Female","Number","653167"
"Population at Each Census","2011","Kildare","Both sexes","Number","210312"
"Population at Each Census","2011","Kildare","Male","Number","104658"
"Population at Each Census","2011","Kildare","Female","Number","105654"
"Population at Each Census","2011","Kilkenny","Both sexes","Number","95419"
"Population at Each Census","2011","Kilkenny","Male","Number","47788"
"Population at Each Census","2011","Kilkenny","Female","Number","47631"
"Population at Each Census","2011","Laois","Both sexes","Number","80559"
"Population at Each Census","2011","Laois","Male","Number","40587"
"Population at Each Census","2011","Laois","Female","Number","39972"
"Population at Each Census","2011","Longford","Both sexes","Number","39000"
"Population at Each Census","2011","Longford","Male","Number","19649"
"Population at Each Census","2011","Longford","Female","Number","19351"
"Population at Each Census","2011","Louth","Both sexes","Number","122897"
"Population at Each Census","2011","Louth","Male","Number","60763"
"Population at Each Census","2011","Louth","Female","Number","62134"
"Population at Each Census","2011","Meath","Both sexes","Number","184135"
"Population at Each Census","2011","Meath","Male","Number","91910"
"Population at Each Census","2011","Meath","Female","Number","92225"
"Population at Each Census","2011","Offaly","Both sexes","Number","76687"
"Population at Each Census","2011","Offaly","Male","Number","38430"
"Population at Each Census","2011","Offaly","Female","Number","38257"
"Population at Each Census","2011","Westmeath","Both sexes","Number","86164"
"Population at Each Census","2011","Westmeath","Male","Number","42783"
"Population at Each Census","2011","Westmeath","Female","Number","43381"
"Population at Each Census","2011","Wexford","Both sexes","Number","145320"
"Population at Each Census","2011","Wexford","Male","Number","71909"
"Population at Each Census","2011","Wexford","Female","Number","73411"
"Population at Each Census","2011","Wicklow","Both sexes","Number","136640"
"Population at Each Census","2011","Wicklow","Male","Number","67542"
"Population at Each Census","2011","Wicklow","Female","Number","69098"
"Population at Each Census","2011","Clare","Both sexes","Number","117196"
"Population at Each Census","2011","Clare","Male","Number","58298"
"Population at Each Census","2011","Clare","Female","Number","58898"
"Population at Each Census","2011","Cork","Both sexes","Number","519032"
"Population at Each Census","2011","Cork","Male","Number","257470"
"Population at Each Census","2011","Cork","Female","Number","261562"
"Population at Each Census","2011","Kerry","Both sexes","Number","145502"
"Population at Each Census","2011","Kerry","Male","Number","72629"
"Population at Each Census","2011","Kerry","Female","Number","72873"
"Population at Each Census","2011","Limerick","Both sexes","Number","191809"
"Population at Each Census","2011","Limerick","Male","Number","95815"
"Population at Each Census","2011","Limerick","Female","Number","95994"
"Population at Each Census","2011","Tipperary","Both sexes","Number","158754"
"Population at Each Census","2011","Tipperary","Male","Number","79584"
"Population at Each Census","2011","Tipperary","Female","Number","79170"
"Population at Each Census","2011","Waterford","Both sexes","Number","113795"
"Population at Each Census","2011","Waterford","Male","Number","56464"
"Population at Each Census","2011","Waterford","Female","Number","57331"
"Population at Each Census","2011","Galway","Both sexes","Number","250653"
"Population at Each Census","2011","Galway","Male","Number","124758"
"Population at Each Census","2011","Galway","Female","Number","125895"
"Population at Each Census","2011","Leitrim","Both sexes","Number","31798"
"Population at Each Census","2011","Leitrim","Male","Number","16144"
"Population at Each Census","2011","Leitrim","Female","Number","15654"
"Population at Each Census","2011","Mayo","Both sexes","Number","130638"
"Population at Each Census","2011","Mayo","Male","Number","65420"
"Population at Each Census","2011","Mayo","Female","Number","65218"
"Population at Each Census","2011","Roscommon","Both sexes","Number","64065"
"Population at Each Census","2011","Roscommon","Male","Number","32353"
"Population at Each Census","2011","Roscommon","Female","Number","31712"
"Population at Each Census","2011","Sligo","Both sexes","Number","65393"
"Population at Each Census","2011","Sligo","Male","Number","32435"
"Population at Each Census","2011","Sligo","Female","Number","32958"
"Population at Each Census","2011","Cavan","Both sexes","Number","73183"
"Population at Each Census","2011","Cavan","Male","Number","37013"
"Population at Each Census","2011","Cavan","Female","Number","36170"
"Population at Each Census","2011","Donegal","Both sexes","Number","161137"
"Population at Each Census","2011","Donegal","Male","Number","80523"
"Population at Each Census","2011","Donegal","Female","Number","80614"
"Population at Each Census","2011","Monaghan","Both sexes","Number","60483"
"Population at Each Census","2011","Monaghan","Male","Number","30441"
"Population at Each Census","2011","Monaghan","Female","Number","30042"
"Population at Each Census","2016","State","Both sexes","Number","4761865"
"Population at Each Census","2016","State","Male","Number","2354428"
"Population at Each Census","2016","State","Female","Number","2407437"
"Population at Each Census","2016","Carlow","Both sexes","Number","56932"
"Population at Each Census","2016","Carlow","Male","Number","28465"
"Population at Each Census","2016","Carlow","Female","Number","28467"
"Population at Each Census","2016","Dublin","Both sexes","Number","1347359"
"Population at Each Census","2016","Dublin","Male","Number","658371"
"Population at Each Census","2016","Dublin","Female","Number","688988"
"Population at Each Census","2016","Kildare","Both sexes","Number","222504"
"Population at Each Census","2016","Kildare","Male","Number","110546"
"Population at Each Census","2016","Kildare","Female","Number","111958"
"Population at Each Census","2016","Kilkenny","Both sexes","Number","99232"
"Population at Each Census","2016","Kilkenny","Male","Number","49533"
"Population at Each Census","2016","Kilkenny","Female","Number","49699"
"Population at Each Census","2016","Laois","Both sexes","Number","84697"
"Population at Each Census","2016","Laois","Male","Number","42811"
"Population at Each Census","2016","Laois","Female","Number","41886"
"Population at Each Census","2016","Longford","Both sexes","Number","40873"
"Population at Each Census","2016","Longford","Male","Number","20587"
"Population at Each Census","2016","Longford","Female","Number","20286"
"Population at Each Census","2016","Louth","Both sexes","Number","128884"
"Population at Each Census","2016","Louth","Male","Number","63633"
"Population at Each Census","2016","Louth","Female","Number","65251"
"Population at Each Census","2016","Meath","Both sexes","Number","195044"
"Population at Each Census","2016","Meath","Male","Number","96776"
"Population at Each Census","2016","Meath","Female","Number","98268"
"Population at Each Census","2016","Offaly","Both sexes","Number","77961"
"Population at Each Census","2016","Offaly","Male","Number","38838"
"Population at Each Census","2016","Offaly","Female","Number","39123"
"Population at Each Census","2016","Westmeath","Both sexes","Number","88770"
"Population at Each Census","2016","Westmeath","Male","Number","44082"
"Population at Each Census","2016","Westmeath","Female","Number","44688"
"Population at Each Census","2016","Wexford","Both sexes","Number","149722"
"Population at Each Census","2016","Wexford","Male","Number","73722"
"Population at Each Census","2016","Wexford","Female","Number","76000"
"Population at Each Census","2016","Wicklow","Both sexes","Number","142425"
"Population at Each Census","2016","Wicklow","Male","Number","70156"
"Population at Each Census","2016","Wicklow","Female","Number","72269"
"Population at Each Census","2016","Clare","Both sexes","Number","118817"
"Population at Each Census","2016","Clare","Male","Number","58785"
"Population at Each Census","2016","Clare","Female","Number","60032"
"Population at Each Census","2016","Cork","Both sexes","Number","542868"
"Population at Each Census","2016","Cork","Male","Number","268675"
"Population at Each Census","2016","Cork","Female","Number","274193"
"Population at Each Census","2016","Kerry","Both sexes","Number","147707"
"Population at Each Census","2016","Kerry","Male","Number","73055"
"Population at Each Census","2016","Kerry","Female","Number","74652"
"Population at Each Census","2016","Limerick","Both sexes","Number","194899"
"Population at Each Census","2016","Limerick","Male","Number","97340"
"Population at Each Census","2016","Limerick","Female","Number","97559"
